Timestep1and2,Number of particle,Composition,Temperature,Strain rate input,Strain,Stress,Total energy,Von Mises stress,CaseID,Total dislocation length,Dislocation length.1/2<110>,Dislocation length.1/3<100>,Dislocation length.1/3<111>,Dislocation length.1/6<110>,Dislocation length.1/6<112>,BCC phase,FCC phase,HCP phase
7800,55.0,11.0,300.89883,1000000000.0,0.0156,1.8589412,-1233921.6,1.734972,CASE3,3654.21367550171,240.03863560203,69.8261969882097,26.2732090652291,311.699986589376,2898.80359812896,596.0,236071.0,2836.0
8400,55.0,11.0,301.7907,1000000000.0,0.0168,1.9893041,-1233992.3,1.8960437,CASE3,3416.4773134353,205.45894979653,70.8110186678978,35.3290921156595,306.93176457536,2716.48108877363,649.0,235925.0,2727.0
9000,55.0,11.0,300.63947,1000000000.0,0.018,2.1464737,-1234123.3,1.9840874,CASE3,3469.0487922563,264.145719263969,80.4481211080293,28.350204932684,318.719209636956,2626.49784868082,654.0,235730.0,2886.0
9600,55.0,11.0,301.31557,1000000000.0,0.0192,2.2677421,-1234164.4,2.1064681,CASE3,3575.26681288028,221.399719025867,73.5333173865903,28.2127522867527,349.760150045802,2742.04078396878,691.0,235515.0,2856.0
10200,55.0,11.0,301.00372,1000000000.0,0.0204,2.3731346,-1234186.5,2.2341566,CASE3,3651.14086370194,178.034443351839,46.1972548570372,72.1037967635695,363.29495545139,2823.98754028618,689.0,235241.0,2985.0
10800,55.0,11.0,301.20529,1000000000.0,0.0216,2.5258215,-1234237.2,2.3359672,CASE3,3549.37579618013,200.785965475958,74.8427612081448,18.9800897003517,380.949317676556,2763.41887782519,719.0,234979.0,2950.0
11400,55.0,11.0,301.22662,1000000000.0,0.0228,2.6454419,-1234244.3,2.4219018,CASE3,3739.77220366592,173.477688743644,89.8495904944225,43.9965806345106,401.459483146604,2908.91374956523,751.0,234612.0,3149.0
12000,55.0,11.0,301.36145,1000000000.0,0.024,2.7525619,-1234262.5,2.5360424,CASE3,3817.40513748789,163.755563575374,73.1742655517226,52.6585483725029,345.070390479428,3055.48071403465,837.0,233959.0,3224.0
12600,55.0,11.0,301.70497,1000000000.0,0.0252,2.8728191,-1234354.0,2.6341369,CASE3,3746.88016577021,142.808097063479,95.0982384622137,50.5115395364591,375.953547385581,2966.29301310881,806.0,233600.0,3280.0
13200,55.0,11.0,301.61617,1000000000.0,0.0264,3.005397,-1234389.3,2.7300813,CASE3,3683.64567589875,122.665657643207,95.1398151023263,60.013130688456,412.680638635822,2905.73281061742,871.0,233225.0,3454.0
13800,55.0,11.0,301.08137,1000000000.0,0.0276,3.0974899,-1234376.6,2.8476177,CASE3,3803.29271682984,134.838992766015,101.513953330739,47.8335910116482,434.025611536256,2952.296663128,896.0,232896.0,3661.0
14400,55.0,11.0,301.50895,1000000000.0,0.0288,3.1831054,-1234412.6,2.9336206,CASE3,3773.10497747887,143.265098138489,86.2133889332961,46.2496853643488,411.527580186884,2971.06818606595,948.0,232037.0,4155.0
15000,55.0,11.0,300.66511,1000000000.0,0.03,3.2709491,-1234436.5,3.0113847,CASE3,4050.92367609443,136.848167150561,78.9888926510903,61.0700295516445,529.9418195932,3134.27823385544,1000.0,231284.0,4559.0
15600,55.0,11.0,300.43362,1000000000.0,0.0312,3.3708042,-1234487.6,3.1186231,CASE3,4043.61119514531,99.8658928057761,51.0604043679893,57.1794988684583,506.245840881706,3223.56376348069,1114.0,230942.0,4735.0
16200,55.0,11.0,300.59382,1000000000.0,0.0324,3.4985013,-1234457.9,3.1990272,CASE3,4515.77149824052,153.958885962756,83.7994093392765,54.8960431056066,528.76316180654,3606.1582233639,1106.0,230281.0,5117.0
16800,55.0,11.0,301.80005,1000000000.0,0.0336,3.5845683,-1234470.0,3.2932625,CASE3,4133.80237324705,131.46138525307,50.8239052081836,56.5621658731604,514.018086818976,3294.73232317371,1257.0,229213.0,5637.0
17400,55.0,11.0,301.21529,1000000000.0,0.0348,3.667751,-1234420.2,3.4015359,CASE3,4494.29245381733,160.141204244547,56.1767678316395,60.579570151417,561.120464634795,3546.17915115667,1257.0,228567.0,6121.0
18000,55.0,11.0,301.01615,1000000000.0,0.036,3.7478183,-1234397.7,3.4714821,CASE3,4281.30533407076,157.137981216179,75.7789173954161,81.5306669395281,512.406603938224,3360.02659666092,1309.0,227948.0,6111.0
18600,55.0,11.0,301.45584,1000000000.0,0.0372,3.8331249,-1234476.6,3.5095202,CASE3,4485.74813526133,145.227203185753,89.6187355556741,27.6104907508911,553.569808550348,3540.7202624914,1326.0,227260.0,6613.0
19200,55.0,11.0,300.91947,1000000000.0,0.0384,3.9129203,-1234529.1,3.6033256,CASE3,4785.85372005431,133.968345086582,92.3275594807896,39.4944328901901,537.770252205489,3799.50580125142,1501.0,226373.0,7100.0
19800,55.0,11.0,301.20048,1000000000.0,0.0396,4.0177601,-1234537.9,3.6616502,CASE3,4956.28206542633,151.355648006777,98.4128452753394,54.1783088955176,534.733211018357,4011.62471022503,1584.0,225750.0,7380.0
20400,55.0,11.0,301.91303,1000000000.0,0.0408,4.0850885,-1234562.1,3.7398963,CASE3,5130.25077680981,134.6553443702,179.873741287917,48.6249733026416,605.105142548644,4019.78939600754,1587.0,225253.0,7696.0
21000,55.0,11.0,300.90789,1000000000.0,0.042,4.1492628,-1234541.4,3.8061108,CASE3,5033.97166623361,92.714419571051,102.309829370053,54.5758314146297,550.781637331316,4086.72178633779,1655.0,224103.0,8508.0
21600,55.0,11.0,301.34284,1000000000.0,0.0432,4.2025946,-1234583.3,3.8797186,CASE3,5257.27582497844,104.510931254106,130.744689902382,56.0098823807423,502.276389247227,4352.13577991655,1797.0,223386.0,8646.0
22200,55.0,11.0,301.13067,1000000000.0,0.0444,4.2122808,-1234648.3,3.8650964,CASE3,5284.28453708689,126.829942400921,113.996601753933,57.4711766660023,482.585797821492,4354.85402210409,1882.0,222219.0,9159.0
22800,55.0,11.0,301.67952,1000000000.0,0.0456,4.2206911,-1234684.2,3.8632826,CASE3,5664.58170463632,109.189863042428,110.878133555352,77.9683998327675,481.382134835411,4659.46523142704,1895.0,221259.0,9764.0
23400,55.0,11.0,301.08541,1000000000.0,0.0468,4.2284845,-1234718.3,3.8634352,CASE3,5837.96826553248,97.9501768482165,149.359253924651,72.458766521599,612.666179364577,4719.4798244031,1864.0,220079.0,10216.0
24000,55.0,11.0,300.99983,1000000000.0,0.048,4.2446211,-1234742.0,3.8836191,CASE3,6010.79386214134,138.12736099429,160.744397778882,35.4358440877195,583.122050363022,4991.07981398066,1969.0,218810.0,11069.0
24600,55.0,11.0,301.6449,1000000000.0,0.0492,4.1891811,-1234815.2,3.8636232,CASE3,6384.54856521646,93.4403459604809,225.202954857937,52.6202736271956,503.156265771588,5310.54794764231,2041.0,217239.0,12121.0
25200,55.0,11.0,301.50874,1000000000.0,0.0504,4.0604068,-1234962.6,3.7828807,CASE3,6805.76182403304,95.251167429527,207.511286113733,37.573235620082,534.378024785466,5721.52425465555,2042.0,215781.0,12995.0
25800,55.0,11.0,301.21403,1000000000.0,0.0516,3.9177922,-1235195.1,3.6697644,CASE3,7065.81513959813,74.6371489220203,228.117770889274,27.2886831457552,576.958204168115,5935.01403415838,2053.0,214279.0,13717.0
26400,55.0,11.0,301.45549,1000000000.0,0.0528,3.7312304,-1235414.7,3.5296199,CASE3,7320.3433692919,59.4000272881741,292.513256616174,41.888449816408,463.579311491004,6171.98233988317,2120.0,212585.0,15068.0
27000,55.0,11.0,301.63543,1000000000.0,0.054,3.6236324,-1235620.6,3.462594,CASE3,7177.75415690369,101.644350071802,303.994417538825,19.9882191196671,524.313927142248,5898.24582491509,2099.0,212607.0,14979.0
27600,55.0,11.0,301.53285,1000000000.0,0.0552,3.5429675,-1235689.1,3.3926115,CASE3,7101.67947971476,90.1605265905169,284.018896578006,32.443784083541,529.385481024969,5928.06628081837,2072.0,212277.0,14776.0
28200,55.0,11.0,301.17557,1000000000.0,0.0564,3.4609107,-1235877.1,3.3517008,CASE3,7009.93128697116,128.125359241665,277.419593563304,53.8205643091061,497.705436230228,5803.78490670422,1980.0,211506.0,15493.0
28800,55.0,11.0,301.12006,1000000000.0,0.0576,3.4757324,-1236108.1,3.3984564,CASE3,7151.96742616102,107.424258292812,282.284459878111,37.7528604951704,523.7269572405,5948.80245718375,1919.0,211580.0,15556.0
29400,55.0,11.0,301.6562,1000000000.0,0.0588,3.3645983,-1236258.3,3.3421065,CASE3,7191.20935573483,147.779679548533,185.036184384842,19.9010015625469,565.728420868332,6001.51164889228,1900.0,211053.0,15895.0
30000,55.0,11.0,300.77847,1000000000.0,0.06,3.281421,-1236465.0,3.2891931,CASE3,7152.08710435845,171.47946511382,231.190429068682,37.4613399483604,620.336496536753,5859.00563850683,1706.0,211795.0,15100.0
30600,55.0,11.0,302.12594,1000000000.0,0.0612,3.2212126,-1236664.6,3.2575176,CASE3,6704.54666933923,139.794699465021,182.301268652875,59.1682713904544,654.719975116111,5434.67090490753,1575.0,212926.0,13925.0
31200,55.0,11.0,301.87127,1000000000.0,0.0624,3.2267346,-1236836.5,3.264207,CASE3,7054.08115229175,107.796649661869,184.863526796302,13.0328761200758,634.052529724949,5830.16152352808,1436.0,213560.0,13368.0
31800,55.0,11.0,301.51461,1000000000.0,0.0636,3.1630262,-1237059.1,3.2065341,CASE3,7007.10334482544,100.410496204868,106.816939650098,29.8590457198042,528.413023398524,5849.91835217961,1442.0,213804.0,13013.0
32400,55.0,11.0,302.3442,1000000000.0,0.0648,3.112571,-1237227.7,3.1842383,CASE3,6602.52686228203,97.4098970030794,135.005768452713,13.7004124341799,597.423861182379,5406.66880961172,1387.0,213978.0,12792.0
33000,55.0,11.0,301.23823,1000000000.0,0.066,3.1410037,-1237449.7,3.1978444,CASE3,6920.54827135846,120.594248051137,166.4437637514,45.4434320425644,661.129605242057,5668.00545698866,1383.0,214462.0,12467.0
33600,55.0,11.0,301.37121,1000000000.0,0.0672,3.115948,-1237527.4,3.1365053,CASE3,6885.8735406267,115.483690563728,127.713187136436,72.5123763991882,606.087418009208,5784.77846485574,1423.0,214598.0,12279.0
34200,55.0,11.0,301.28228,1000000000.0,0.0684,3.0656987,-1237699.1,3.0554348,CASE3,7192.35880498735,107.739156177877,167.704034159526,51.497931973976,640.704721445197,6095.19099758883,1405.0,215020.0,11390.0
34800,55.0,11.0,301.93802,1000000000.0,0.0696,2.8926522,-1237905.4,2.8309985,CASE3,7357.98905373166,103.202010605194,172.80337900874,58.5068318954907,738.323421487256,6163.53162159257,1545.0,214891.0,11197.0
35400,55.0,11.0,301.98724,1000000000.0,0.0708,2.7365874,-1238121.0,2.6462108,CASE3,7302.67086449325,135.190463494779,174.55157884349,50.5630211500655,692.439569377832,6068.49340606844,1610.0,214802.0,10967.0
36000,55.0,11.0,301.175,1000000000.0,0.072,2.681291,-1238326.2,2.5322731,CASE3,7352.23338422281,110.879926714151,150.866318464965,60.6242980165509,666.580140902295,6158.59722880045,1501.0,214462.0,11321.0
36600,55.0,11.0,301.6382,1000000000.0,0.0732,2.6499409,-1238484.9,2.4591932,CASE3,7403.85671957793,110.025892424928,121.696411142571,75.5535150881544,564.231766057903,6277.46360430347,1539.0,213473.0,11894.0
37200,55.0,11.0,301.4361,1000000000.0,0.0744,2.5363517,-1238671.8,2.3515176,CASE3,7424.08936576112,107.461518267244,157.24371005557,58.664124470957,557.436460997686,6264.08721802786,1585.0,212323.0,13136.0
37800,55.0,11.0,301.58802,1000000000.0,0.0756,2.467498,-1238923.6,2.2868923,CASE3,7609.11225820615,104.683524077733,206.133155804746,55.5442927659972,636.661900506175,6347.46862267303,1595.0,212134.0,12935.0
38400,55.0,11.0,302.02975,1000000000.0,0.0768,2.4251251,-1239138.5,2.2634837,CASE3,7973.87517458239,108.798341957429,142.782355240013,60.8774885715253,635.467641025922,6839.30639259698,1720.0,212687.0,12447.0
39000,55.0,11.0,301.15181,1000000000.0,0.078,2.3646713,-1239323.4,2.1604749,CASE3,7860.8958803457,86.9719836683881,161.253679074317,54.091567881553,788.652383439002,6596.51304598309,1632.0,211878.0,12790.0
39600,55.0,11.0,301.03201,1000000000.0,0.0792,2.3268398,-1239372.0,2.1475107,CASE3,7490.60112367901,176.473079827806,126.344581875274,33.7706929635282,702.62594852314,6149.76431049732,1702.0,210948.0,13613.0
40200,55.0,11.0,301.30353,1000000000.0,0.0804,2.3484284,-1239570.1,2.1371367,CASE3,7518.38365141022,156.048672833801,136.640263568969,77.3065106838287,595.296381748806,6184.70685083999,1627.0,210955.0,13751.0
40800,55.0,11.0,300.97085,1000000000.0,0.0816,2.4030364,-1239712.8,2.1796881,CASE3,7729.11157508139,135.266835242143,174.838526314631,65.5167539907123,644.071927660232,6306.83624713553,1571.0,210655.0,13993.0
41400,55.0,11.0,301.35,1000000000.0,0.0828,2.4460804,-1239743.6,2.2567078,CASE3,7443.54168211592,117.990062143082,215.070614445186,63.1902551875473,558.24391020876,6176.97155052397,1670.0,209753.0,14618.0
42000,55.0,11.0,301.54309,1000000000.0,0.084,2.4705638,-1239810.3,2.2575274,CASE3,7508.21867993985,119.726089170559,247.529876495829,49.6053564312774,513.087620403834,6211.43750338534,1641.0,208383.0,15968.0
42600,55.0,11.0,301.31647,1000000000.0,0.0852,2.5062072,-1240011.1,2.3364328,CASE3,7467.67743646071,134.63517789104,265.785898058177,60.9895971116848,679.645603302728,6087.10818219863,1572.0,207198.0,16977.0
43200,55.0,11.0,301.0274,1000000000.0,0.0864,2.5469269,-1240040.8,2.3841014,CASE3,7402.65816680311,139.344159054281,348.783540887168,69.2362146305148,688.338622543609,5951.74346554751,1645.0,206801.0,17474.0
43800,55.0,11.0,301.52106,1000000000.0,0.0876,2.6048851,-1240165.6,2.4165746,CASE3,7894.65440200648,98.7433611783805,262.451699599533,61.0132072039685,699.396984976592,6409.85715813611,1544.0,206161.0,17974.0
44400,55.0,11.0,301.74873,1000000000.0,0.0888,2.6399896,-1240202.7,2.4610992,CASE3,7897.62319280718,188.889266728412,295.103370474676,28.9506855624544,818.970680574218,6254.66221913589,1605.0,205963.0,18006.0
45000,55.0,11.0,301.32859,1000000000.0,0.09,2.6514309,-1240298.5,2.4172256,CASE3,7480.22173973173,107.29683666968,273.633085553412,50.7075583913836,744.1459372621,5973.43413197074,1518.0,206057.0,17723.0
45600,55.0,11.0,301.25334,1000000000.0,0.0912,2.6836177,-1240430.8,2.4894876,CASE3,7776.19430070174,132.542582498597,242.555280011555,51.5553520603213,640.450772724013,6293.71564452628,1554.0,206241.0,17298.0
46200,55.0,11.0,301.0151,1000000000.0,0.0924,2.7309762,-1240509.1,2.4874053,CASE3,7548.63963403033,113.543694460924,185.860367932956,18.3027955965827,835.0949974799,6055.94359648944,1562.0,206251.0,17223.0
46800,55.0,11.0,301.45807,1000000000.0,0.0936,2.7256377,-1240638.1,2.4900519,CASE3,7609.73209958011,114.162590937589,160.64613261481,36.4302847952014,822.470087706643,6201.772375533,1553.0,207059.0,16339.0
47400,55.0,11.0,301.07191,1000000000.0,0.0948,2.7403526,-1240731.3,2.507405,CASE3,7391.15857994801,142.869989898219,210.190642184042,45.2080088890694,808.770120832618,5942.11105400523,1546.0,207951.0,15554.0
48000,55.0,11.0,302.17569,1000000000.0,0.096,2.8112188,-1240790.6,2.5305175,CASE3,7537.10706478164,107.79277994705,180.092255150166,15.6635954345179,804.036517823457,6104.50922371561,1594.0,207994.0,15242.0
48600,55.0,11.0,301.33213,1000000000.0,0.0972,2.891664,-1240876.2,2.6161337,CASE3,7659.81847579558,170.055817534607,212.790799256423,42.3615346722535,800.384467011986,6146.86458309045,1678.0,208096.0,15462.0
49200,55.0,11.0,301.22439,1000000000.0,0.0984,2.9328661,-1240979.4,2.6386285,CASE3,7680.36869301742,197.874039676214,171.125497857068,24.3054255267199,927.965782840099,6062.81848384894,1645.0,207885.0,15152.0
49800,55.0,11.0,301.35848,1000000000.0,0.0996,2.9580906,-1241011.1,2.6667875,CASE3,7717.88962264983,153.291000452647,184.912911046833,55.024043004957,917.047988742288,6106.87718706148,1690.0,208046.0,14814.0
50400,55.0,11.0,301.00407,1000000000.0,0.1008,3.0872763,-1241043.1,2.7658902,CASE3,8130.34656996692,174.490459354005,186.437844618852,47.8869849874332,809.582279413493,6554.78240462021,1739.0,207895.0,14860.0
51000,55.0,11.0,302.04559,1000000000.0,0.102,3.1467036,-1241151.8,2.821387,CASE3,7951.07349941801,130.110191612056,244.154165057593,52.0020279114907,872.764016167254,6415.3175385109,1729.0,207523.0,15017.0
51600,55.0,11.0,301.53819,1000000000.0,0.1032,3.1976209,-1241200.5,2.8717793,CASE3,8025.19140113886,173.290908445425,221.321981820768,80.6419728933569,921.503068606409,6373.55830518641,1695.0,207580.0,14778.0
52200,55.0,11.0,301.6142,1000000000.0,0.1044,3.2459086,-1241229.8,2.9184057,CASE3,7741.90392012028,131.247889301112,274.469140314858,57.2808266244112,868.38431570509,6072.94248322823,1600.0,207607.0,14517.0
52800,55.0,11.0,301.55792,1000000000.0,0.1056,3.2446099,-1241275.1,2.8838376,CASE3,8234.74652306627,178.611574058505,220.569977523124,61.7261998981802,925.235195339063,6442.55465748432,1618.0,206985.0,14783.0
53400,55.0,11.0,300.91365,1000000000.0,0.1068,3.3185313,-1241294.5,2.9526929,CASE3,8114.51756534292,204.367521420121,212.444660640262,54.3278243847909,913.945404183551,6412.55224620288,1745.0,206808.0,14875.0
54000,55.0,11.0,301.21132,1000000000.0,0.108,3.3556588,-1241295.6,2.9908844,CASE3,8277.65230459638,152.064289029282,246.228492856462,48.1016158696713,822.126667196607,6650.43938402862,1671.0,206999.0,14545.0
54600,55.0,11.0,301.37895,1000000000.0,0.1092,3.3615763,-1241353.4,3.0161735,CASE3,8021.38433937018,240.152253537847,184.622461924765,41.6220951684619,769.943102966128,6445.18600527455,1816.0,206450.0,14450.0
55200,55.0,11.0,301.12721,1000000000.0,0.1104,3.3512149,-1241373.8,2.9819352,CASE3,8179.1649466432,227.428119399435,183.164287088562,58.1176259025973,825.001376277375,6622.08026314135,1766.0,205439.0,15116.0
55800,55.0,11.0,301.43566,1000000000.0,0.1116,3.3485588,-1241390.4,3.008063,CASE3,8405.66054853543,141.543197720212,184.066546932812,72.7625823188197,913.074454946651,6822.25047944282,1879.0,204592.0,15534.0
56400,55.0,11.0,300.29449,1000000000.0,0.1128,3.4474646,-1241425.9,3.0582749,CASE3,8198.97241589668,167.272014530147,125.259242774837,40.2638446350309,820.585950047951,6691.49160725809,1937.0,204591.0,15239.0
57000,55.0,11.0,301.57542,1000000000.0,0.114,3.431537,-1241428.9,3.0695479,CASE3,8592.35819399617,149.066993243664,256.144108173224,50.4011469578554,801.979056570096,7129.96771130217,1908.0,203849.0,15969.0
57600,55.0,11.0,301.85481,1000000000.0,0.1152,3.3930501,-1241489.7,3.0608001,CASE3,8794.95066133486,165.455426887582,220.430469332404,33.019565455186,810.212940303844,6929.86484829539,1947.0,202762.0,16893.0
58200,55.0,11.0,301.24401,1000000000.0,0.1164,3.3481403,-1241560.0,3.0232847,CASE3,9068.56241229781,182.064304259108,208.22361416097,10.6576543761539,921.489281802456,7404.70215024601,2005.0,201666.0,17405.0
58800,55.0,11.0,301.22699,1000000000.0,0.1176,3.2968251,-1241662.7,3.0046387,CASE3,8654.4452444146,154.751638527189,182.731109573777,27.4870105043874,890.206622505221,7187.93892600359,2078.0,201639.0,17274.0
59400,55.0,11.0,301.7298,1000000000.0,0.1188,3.2417851,-1241745.6,2.9760618,CASE3,9059.97774957217,170.443970744107,212.214034420232,42.8422747321494,985.647542091927,7352.14436740638,2233.0,201840.0,17031.0
60000,55.0,11.0,301.61975,1000000000.0,0.12,3.181719,-1241859.8,2.9146044,CASE3,9189.32676615988,114.036461402779,232.476665287988,48.6959277396151,1050.29737760998,7382.73545419385,2197.0,201365.0,17512.0
0,55.0,11.0,302.10497,5000000000.0,-5.8718665e-16,0.011836835,-1232376.5,0.64476315,CASE4,4197.01407591293,310.787290431404,53.5192900232837,30.3039374286411,270.360456837197,3419.13517639877,552.0,235621.0,3057.0
600,55.0,11.0,301.13384,5000000000.0,0.006,0.74347408,-1232548.1,0.95168602,CASE4,4100.11543685004,350.192862048148,64.1081988590148,33.1435770497341,283.187687922698,3229.39955014095,601.0,235742.0,3079.0
1200,55.0,11.0,301.81975,5000000000.0,0.012,1.4691783,-1232429.2,1.43051,CASE4,4067.53857185777,230.606659533471,43.9105439680943,32.3347133304755,263.397119794184,3345.27058805555,674.0,235523.0,3013.0
1800,55.0,11.0,301.38571,5000000000.0,0.018,2.1801418,-1232438.2,2.0085349,CASE4,3908.08327797151,194.345527727052,43.0167688127123,64.2804028699915,262.424839296833,3206.50056274746,722.0,234588.0,3346.0
2400,55.0,11.0,301.09793,5000000000.0,0.024,2.7903302,-1232252.9,2.5652795,CASE4,4162.08850473993,179.987337070176,55.7158628416381,53.1518210186744,397.674888024211,3338.9436557759,822.0,234309.0,3073.0
